Reporting level,Province/territory,Indicator,Metric,Data year,Unit of measurement,Indicator result
Provincial,New Brunswick,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2022,Hours,25.108333335
Provincial,New Brunswick,Hip Fracture Repair/Emergency and Inpatient,Volume,2022,Number of cases,0.0
Provincial,New Brunswick,Hip Replacement,50th Percentile,2022,Hours,5568.0
Provincial,New Brunswick,Hip Replacement,Volume,2022,Number of cases,563.0
Provincial,New Brunswick,Knee Replacement,50th Percentile,2022,Hours,6240.0
Provincial,New Brunswick,Knee Replacement,Volume,2022,Number of cases,820.0
Provincial,New Brunswick,Lung Cancer Surgery,50th Percentile,2022,Hours,792.0
Provincial,New Brunswick,Lung Cancer Surgery,Volume,2022,Number of cases,77.0
Provincial,New Brunswick,MRI Scan,50th Percentile,2022,Hours,1152.0
Provincial,New Brunswick,MRI Scan,Volume,2022,Number of cases,0.0
Provincial,New Brunswick,Prostate Cancer Surgery,50th Percentile,2022,Hours,1128.0
Provincial,New Brunswick,Prostate Cancer Surgery,Volume,2022,Number of cases,76.0
Provincial,New Brunswick,Radiation Therapy,50th Percentile,2022,Hours,264.0
Provincial,New Brunswick,Radiation Therapy,Volume,2022,Number of cases,1144.0
Provincial,Newfoundland and Labrador,Bladder Cancer Surgery,50th Percentile,2022,Hours,600.0
Provincial,Newfoundland and Labrador,Bladder Cancer Surgery,Volume,2022,Number of cases,117.0
Provincial,Newfoundland and Labrador,Breast Cancer Surgery,50th Percentile,2022,Hours,480.0
Provincial,Newfoundland and Labrador,Breast Cancer Surgery,Volume,2022,Number of cases,220.0
Provincial,Newfoundland and Labrador,CABG,50th Percentile,2022,Hours,240.0
Provincial,Newfoundland and Labrador,CABG,Volume,2022,Number of cases,178.0
Provincial,Newfoundland and Labrador,Cataract surgery,50th Percentile,2022,Hours,3624.0
Provincial,Newfoundland and Labrador,Cataract surgery,Volume,2022,Number of cases,1222.0
Provincial,Newfoundland and Labrador,Colorectal Cancer Surgery,50th Percentile,2022,Hours,384.0
Provincial,Newfoundland and Labrador,Colorectal Cancer Surgery,Volume,2022,Number of cases,179.0
Provincial,Newfoundland and Labrador,CT Scan,50th Percentile,2022,Hours,504.0
Provincial,Newfoundland and Labrador,CT Scan,Volume,2022,Number of cases,47204.0
Provincial,Newfoundland and Labrador,Hip Fracture Repair,50th Percentile,2022,Hours,20.516666666666666
Provincial,Newfoundland and Labrador,Hip Fracture Repair,Volume,2022,Number of cases,217.0
Provincial,Newfoundland and Labrador,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2022,Hours,24.0
Provincial,Newfoundland and Labrador,Hip Fracture Repair/Emergency and Inpatient,Volume,2022,Number of cases,177.0
Provincial,Newfoundland and Labrador,Hip Replacement,50th Percentile,2022,Hours,4728.0
Provincial,Newfoundland and Labrador,Hip Replacement,Volume,2022,Number of cases,253.0
Provincial,Newfoundland and Labrador,Knee Replacement,50th Percentile,2022,Hours,6048.0
Provincial,Newfoundland and Labrador,Knee Replacement,Volume,2022,Number of cases,306.0
Provincial,Newfoundland and Labrador,Lung Cancer Surgery,50th Percentile,2022,Hours,360.0
Provincial,Newfoundland and Labrador,Lung Cancer Surgery,Volume,2022,Number of cases,29.0
Provincial,Newfoundland and Labrador,MRI Scan,50th Percentile,2022,Hours,1152.0
Provincial,Newfoundland and Labrador,MRI Scan,Volume,2022,Number of cases,9389.0
Provincial,Newfoundland and Labrador,Prostate Cancer Surgery,50th Percentile,2022,Hours,696.0
Provincial,Newfoundland and Labrador,Prostate Cancer Surgery,Volume,2022,Number of cases,71.0
Provincial,Newfoundland and Labrador,Radiation Therapy,50th Percentile,2022,Hours,408.0
Provincial,Newfoundland and Labrador,Radiation Therapy,Volume,2022,Number of cases,544.0
Provincial,Nova Scotia,Bladder Cancer Surgery,50th Percentile,2022,Hours,744.0
Provincial,Nova Scotia,Bladder Cancer Surgery,Volume,2022,Number of cases,359.0
Provincial,Nova Scotia,Breast Cancer Surgery,50th Percentile,2022,Hours,480.0
Provincial,Nova Scotia,Breast Cancer Surgery,Volume,2022,Number of cases,474.0
Provincial,Nova Scotia,CABG,50th Percentile,2022,Hours,216.0
Provincial,Nova Scotia,CABG,Volume,2022,Number of cases,145.0
Provincial,Nova Scotia,Cataract surgery,50th Percentile,2022,Hours,2352.0
Provincial,Nova Scotia,Cataract surgery,Volume,2022,Number of cases,4582.0
Provincial,Nova Scotia,Colorectal Cancer Surgery,50th Percentile,2022,Hours,576.0
Provincial,Nova Scotia,Colorectal Cancer Surgery,Volume,2022,Number of cases,254.0
Provincial,Nova Scotia,CT Scan,50th Percentile,2022,Hours,744.0
Provincial,Nova Scotia,CT Scan,Volume,2022,Number of cases,37864.0
Provincial,Nova Scotia,Hip Fracture Repair,50th Percentile,2022,Hours,24.566666666666666
Provincial,Nova Scotia,Hip Fracture Repair,Volume,2022,Number of cases,559.0
Provincial,Nova Scotia,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2022,Hours,25.108333335
Provincial,Nova Scotia,Hip Fracture Repair/Emergency and Inpatient,Volume,2022,Number of cases,0.0
Provincial,Nova Scotia,Hip Replacement,50th Percentile,2022,Hours,4584.0
Provincial,Nova Scotia,Hip Replacement,Volume,2022,Number of cases,745.0
Provincial,Nova Scotia,Knee Replacement,50th Percentile,2022,Hours,5400.0
Provincial,Nova Scotia,Knee Replacement,Volume,2022,Number of cases,980.0
Provincial,Nova Scotia,Lung Cancer Surgery,50th Percentile,2022,Hours,552.0
Provincial,Nova Scotia,Lung Cancer Surgery,Volume,2022,Number of cases,199.0
Provincial,Nova Scotia,MRI Scan,50th Percentile,2022,Hours,2184.0
Provincial,Nova Scotia,MRI Scan,Volume,2022,Number of cases,12679.0
Provincial,Nova Scotia,Prostate Cancer Surgery,50th Percentile,2022,Hours,3504.0
Provincial,Nova Scotia,Prostate Cancer Surgery,Volume,2022,Number of cases,100.0
Provincial,Nova Scotia,Radiation Therapy,50th Percentile,2022,Hours,432.0
Provincial,Nova Scotia,Radiation Therapy,Volume,2022,Number of cases,1628.0
Provincial,Ontario,Bladder Cancer Surgery,50th Percentile,2022,Hours,648.0
Provincial,Ontario,Bladder Cancer Surgery,Volume,2022,Number of cases,5601.0
Provincial,Ontario,Breast Cancer Surgery,50th Percentile,2022,Hours,456.0
Provincial,Ontario,Breast Cancer Surgery,Volume,2022,Number of cases,6719.0
Provincial,Ontario,CABG,50th Percentile,2022,Hours,192.0
Provincial,Ontario,CABG,Volume,2022,Number of cases,2992.0
Provincial,Ontario,Cataract surgery,50th Percentile,2022,Hours,2088.0
Provincial,Ontario,Cataract surgery,Volume,2022,Number of cases,71042.0
Provincial,Ontario,Colorectal Cancer Surgery,50th Percentile,2022,Hours,480.0
Provincial,Ontario,Colorectal Cancer Surgery,Volume,2022,Number of cases,2451.0
Provincial,Ontario,CT Scan,50th Percentile,2022,Hours,192.0
Provincial,Ontario,CT Scan,Volume,2022,Number of cases,518597.0
Provincial,Ontario,Hip Fracture Repair,50th Percentile,2022,Hours,27.066666666666666
Provincial,Ontario,Hip Fracture Repair,Volume,2022,Number of cases,6086.0
Provincial,Ontario,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2022,Hours,35.9
Provincial,Ontario,Hip Fracture Repair/Emergency and Inpatient,Volume,2022,Number of cases,5561.0
Provincial,Ontario,Hip Replacement,50th Percentile,2022,Hours,2592.0
Provincial,Ontario,Hip Replacement,Volume,2022,Number of cases,9643.0
Provincial,Ontario,Knee Replacement,50th Percentile,2022,Hours,2808.0
Provincial,Ontario,Knee Replacement,Volume,2022,Number of cases,15117.0
Provincial,Ontario,Lung Cancer Surgery,50th Percentile,2022,Hours,528.0
Provincial,Ontario,Lung Cancer Surgery,Volume,2022,Number of cases,1470.0
Provincial,Ontario,MRI Scan,50th Percentile,2022,Hours,792.0
Provincial,Ontario,MRI Scan,Volume,2022,Number of cases,370029.0
Provincial,Ontario,Prostate Cancer Surgery,50th Percentile,2022,Hours,1152.0
Provincial,Ontario,Prostate Cancer Surgery,Volume,2022,Number of cases,1194.0
Provincial,Ontario,Radiation Therapy,50th Percentile,2022,Hours,235.20000000000002
Provincial,Ontario,Radiation Therapy,Volume,2022,Number of cases,17068.0
Provincial,Prince Edward Island,Bladder Cancer Surgery,50th Percentile,2022,Hours,528.0
Provincial,Prince Edward Island,Bladder Cancer Surgery,Volume,2022,Number of cases,31.0
Provincial,Prince Edward Island,Breast Cancer Surgery,50th Percentile,2022,Hours,396.0
Provincial,Prince Edward Island,Breast Cancer Surgery,Volume,2022,Number of cases,64.0
Provincial,Prince Edward Island,CABG,50th Percentile,2022,Hours,191.76
Provincial,Prince Edward Island,CABG,Volume,2022,Number of cases,0.0
Provincial,Prince Edward Island,Cataract surgery,50th Percentile,2022,Hours,3036.0
Provincial,Prince Edward Island,Cataract surgery,Volume,2022,Number of cases,562.0
Provincial,Prince Edward Island,Colorectal Cancer Surgery,50th Percentile,2022,Hours,384.0
Provincial,Prince Edward Island,Colorectal Cancer Surgery,Volume,2022,Number of cases,41.0
Provincial,Prince Edward Island,CT Scan,50th Percentile,2022,Hours,580.8
Provincial,Prince Edward Island,CT Scan,Volume,2022,Number of cases,5183.0
Provincial,Prince Edward Island,Hip Fracture Repair,50th Percentile,2022,Hours,15.366666666666667
Provincial,Prince Edward Island,Hip Fracture Repair,Volume,2022,Number of cases,81.0
Provincial,Prince Edward Island,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2022,Hours,15.6
Provincial,Prince Edward Island,Hip Fracture Repair/Emergency and Inpatient,Volume,2022,Number of cases,92.0
Provincial,Prince Edward Island,Hip Replacement,50th Percentile,2022,Hours,3945.6000000000004
Provincial,Prince Edward Island,Hip Replacement,Volume,2022,Number of cases,83.0
Provincial,Prince Edward Island,Knee Replacement,50th Percentile,2022,Hours,5049.6
Provincial,Prince Edward Island,Knee Replacement,Volume,2022,Number of cases,173.0
Provincial,Prince Edward Island,Lung Cancer Surgery,50th Percentile,2022,Hours,528.0
Provincial,Prince Edward Island,Lung Cancer Surgery,Volume,2022,Number of cases,0.0
Provincial,Prince Edward Island,MRI Scan,50th Percentile,2022,Hours,988.8000000000001
Provincial,Prince Edward Island,MRI Scan,Volume,2022,Number of cases,2102.0
Provincial,Prince Edward Island,Prostate Cancer Surgery,50th Percentile,2022,Hours,972.0
Provincial,Prince Edward Island,Prostate Cancer Surgery,Volume,2022,Number of cases,8.5
Provincial,Prince Edward Island,Radiation Therapy,50th Percentile,2022,Hours,312.0
Provincial,Prince Edward Island,Radiation Therapy,Volume,2022,Number of cases,258.0
Provincial,Quebec,Bladder Cancer Surgery,50th Percentile,2022,Hours,696.0
Provincial,Quebec,Bladder Cancer Surgery,Volume,2022,Number of cases,2949.0
Provincial,Quebec,Breast Cancer Surgery,50th Percentile,2022,Hours,600.0
Provincial,Quebec,Breast Cancer Surgery,Volume,2022,Number of cases,4017.0
Provincial,Quebec,CABG,50th Percentile,2022,Hours,191.76
Provincial,Quebec,CABG,Volume,2022,Number of cases,2845.0
Provincial,Quebec,Cataract surgery,50th Percentile,2022,Hours,1560.0
Provincial,Quebec,Cataract surgery,Volume,2022,Number of cases,39331.0
Provincial,Quebec,Colorectal Cancer Surgery,50th Percentile,2022,Hours,576.0
Provincial,Quebec,Colorectal Cancer Surgery,Volume,2022,Number of cases,1725.0
Provincial,Quebec,CT Scan,50th Percentile,2022,Hours,504.0
Provincial,Quebec,CT Scan,Volume,2022,Number of cases,0.0
Provincial,Quebec,Hip Fracture Repair,50th Percentile,2022,Hours,22.0
Provincial,Quebec,Hip Fracture Repair,Volume,2022,Number of cases,0.0
Provincial,Quebec,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2022,Hours,25.108333335
Provincial,Quebec,Hip Fracture Repair/Emergency and Inpatient,Volume,2022,Number of cases,0.0
Provincial,Quebec,Hip Replacement,50th Percentile,2022,Hours,4872.0
Provincial,Quebec,Hip Replacement,Volume,2022,Number of cases,3674.0
Provincial,Quebec,Knee Replacement,50th Percentile,2022,Hours,6384.0
Provincial,Quebec,Knee Replacement,Volume,2022,Number of cases,5151.0
Provincial,Quebec,Lung Cancer Surgery,50th Percentile,2022,Hours,648.0
Provincial,Quebec,Lung Cancer Surgery,Volume,2022,Number of cases,1182.0
Provincial,Quebec,MRI Scan,50th Percentile,2022,Hours,1152.0
Provincial,Quebec,MRI Scan,Volume,2022,Number of cases,0.0
Provincial,Quebec,Prostate Cancer Surgery,50th Percentile,2022,Hours,1104.0
Provincial,Quebec,Prostate Cancer Surgery,Volume,2022,Number of cases,711.0
Provincial,Quebec,Radiation Therapy,50th Percentile,2022,Hours,235.20000000000002
Provincial,Quebec,Radiation Therapy,Volume,2022,Number of cases,12752.0
Provincial,Saskatchewan,Bladder Cancer Surgery,50th Percentile,2022,Hours,360.0
Provincial,Saskatchewan,Bladder Cancer Surgery,Volume,2022,Number of cases,323.0
Provincial,Saskatchewan,Breast Cancer Surgery,50th Percentile,2022,Hours,552.0
Provincial,Saskatchewan,Breast Cancer Surgery,Volume,2022,Number of cases,428.0
Provincial,Saskatchewan,CABG,50th Percentile,2022,Hours,120.0
Provincial,Saskatchewan,CABG,Volume,2022,Number of cases,159.0
Provincial,Saskatchewan,Cataract surgery,50th Percentile,2022,Hours,1848.0
Provincial,Saskatchewan,Cataract surgery,Volume,2022,Number of cases,4525.0
Provincial,Saskatchewan,Colorectal Cancer Surgery,50th Percentile,2022,Hours,576.0
Provincial,Saskatchewan,Colorectal Cancer Surgery,Volume,2022,Number of cases,176.0
Provincial,Saskatchewan,CT Scan,50th Percentile,2022,Hours,744.0
Provincial,Saskatchewan,CT Scan,Volume,2022,Number of cases,25974.0
Provincial,Saskatchewan,Hip Fracture Repair,50th Percentile,2022,Hours,31.741666666666667
Provincial,Saskatchewan,Hip Fracture Repair,Volume,2022,Number of cases,524.0
Provincial,Saskatchewan,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2022,Hours,25.108333335
Provincial,Saskatchewan,Hip Fracture Repair/Emergency and Inpatient,Volume,2022,Number of cases,0.0
Provincial,Saskatchewan,Hip Replacement,50th Percentile,2022,Hours,7416.0
Provincial,Saskatchewan,Hip Replacement,Volume,2022,Number of cases,1116.0
Provincial,Saskatchewan,Knee Replacement,50th Percentile,2022,Hours,11196.0
Provincial,Saskatchewan,Knee Replacement,Volume,2022,Number of cases,1664.0
Provincial,Saskatchewan,Lung Cancer Surgery,50th Percentile,2022,Hours,456.0
Provincial,Saskatchewan,Lung Cancer Surgery,Volume,2022,Number of cases,69.0
Provincial,Saskatchewan,MRI Scan,50th Percentile,2022,Hours,1176.0
Provincial,Saskatchewan,MRI Scan,Volume,2022,Number of cases,11707.0
Provincial,Saskatchewan,Prostate Cancer Surgery,50th Percentile,2022,Hours,1296.0
Provincial,Saskatchewan,Prostate Cancer Surgery,Volume,2022,Number of cases,93.0
Provincial,Saskatchewan,Radiation Therapy,50th Percentile,2022,Hours,168.0
Provincial,Saskatchewan,Radiation Therapy,Volume,2022,Number of cases,1293.0
Provincial,Alberta,Bladder Cancer Surgery,50th Percentile,2023,Hours,816.0
Provincial,Alberta,Bladder Cancer Surgery,Volume,2023,Number of cases,1125.0
Provincial,Alberta,Breast Cancer Surgery,50th Percentile,2023,Hours,528.0
Provincial,Alberta,Breast Cancer Surgery,Volume,2023,Number of cases,2133.0
Provincial,Alberta,CABG,50th Percentile,2023,Hours,192.0
Provincial,Alberta,CABG,Volume,2023,Number of cases,501.0
Provincial,Alberta,Cataract surgery,50th Percentile,2023,Hours,2160.0
Provincial,Alberta,Cataract surgery,Volume,2023,Number of cases,14538.0
Provincial,Alberta,Colorectal Cancer Surgery,50th Percentile,2023,Hours,624.0
Provincial,Alberta,Colorectal Cancer Surgery,Volume,2023,Number of cases,712.0
Provincial,Alberta,CT Scan,50th Percentile,2023,Hours,720.0
Provincial,Alberta,CT Scan,Volume,2023,Number of cases,80343.0
Provincial,Alberta,Hip Fracture Repair,50th Percentile,2023,Hours,21.34166666666667
Provincial,Alberta,Hip Fracture Repair,Volume,2023,Number of cases,1694.0
Provincial,Alberta,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2023,Hours,29.383333333333333
Provincial,Alberta,Hip Fracture Repair/Emergency and Inpatient,Volume,2023,Number of cases,1550.0
Provincial,Alberta,Hip Replacement,50th Percentile,2023,Hours,3360.0
Provincial,Alberta,Hip Replacement,Volume,2023,Number of cases,2854.0
Provincial,Alberta,Knee Replacement,50th Percentile,2023,Hours,4512.0
Provincial,Alberta,Knee Replacement,Volume,2023,Number of cases,4283.0
Provincial,Alberta,Lung Cancer Surgery,50th Percentile,2023,Hours,744.0
Provincial,Alberta,Lung Cancer Surgery,Volume,2023,Number of cases,415.0
Provincial,Alberta,MRI Scan,50th Percentile,2023,Hours,1440.0
Provincial,Alberta,MRI Scan,Volume,2023,Number of cases,59893.0
Provincial,Alberta,Prostate Cancer Surgery,50th Percentile,2023,Hours,1368.0
Provincial,Alberta,Prostate Cancer Surgery,Volume,2023,Number of cases,502.0
Provincial,Alberta,Radiation Therapy,50th Percentile,2023,Hours,235.20000000000002
Provincial,Alberta,Radiation Therapy,Volume,2023,Number of cases,5016.0
Provincial,British Columbia,Bladder Cancer Surgery,50th Percentile,2023,Hours,576.0
Provincial,British Columbia,Bladder Cancer Surgery,Volume,2023,Number of cases,2040.0
Provincial,British Columbia,Breast Cancer Surgery,50th Percentile,2023,Hours,480.0
Provincial,British Columbia,Breast Cancer Surgery,Volume,2023,Number of cases,2307.0
Provincial,British Columbia,CABG,50th Percentile,2023,Hours,192.0
Provincial,British Columbia,CABG,Volume,2023,Number of cases,996.0
Provincial,British Columbia,Cataract surgery,50th Percentile,2023,Hours,984.0
Provincial,British Columbia,Cataract surgery,Volume,2023,Number of cases,37180.0
Provincial,British Columbia,Colorectal Cancer Surgery,50th Percentile,2023,Hours,480.0
Provincial,British Columbia,Colorectal Cancer Surgery,Volume,2023,Number of cases,956.0
Provincial,British Columbia,CT Scan,50th Percentile,2023,Hours,672.0
Provincial,British Columbia,CT Scan,Volume,2023,Number of cases,156798.0
Provincial,British Columbia,Hip Fracture Repair,50th Percentile,2023,Hours,34.416666666666664
Provincial,British Columbia,Hip Fracture Repair,Volume,2023,Number of cases,2315.0
Provincial,British Columbia,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2023,Hours,25.108333335
Provincial,British Columbia,Hip Fracture Repair/Emergency and Inpatient,Volume,2023,Number of cases,0.0
Provincial,British Columbia,Hip Replacement,50th Percentile,2023,Hours,2904.0
Provincial,British Columbia,Hip Replacement,Volume,2023,Number of cases,3670.0
Provincial,British Columbia,Knee Replacement,50th Percentile,2023,Hours,3744.0
Provincial,British Columbia,Knee Replacement,Volume,2023,Number of cases,5530.0
Provincial,British Columbia,Lung Cancer Surgery,50th Percentile,2023,Hours,672.0
